"year","school","conference","association","sport_label","men_revenue","women_revenue","total_revenue"
"2001-2002","University of Pittsburgh-Greensburg","Other","NCAA Division III","Basketball",37804,39267,77071
"2001-2002","University of Pittsburgh-Greensburg","Other","NCAA Division III","Non Football-Basketball",59073,62869,121942
"2001-2002","University of Pittsburgh-Johnstown","Other","NCAA Division II","Basketball",240921,246494,487415
"2001-2002","University of Pittsburgh-Johnstown","Other","NCAA Division II","Non Football-Basketball",179071,111996,291067
"2001-2002","University of Portland","Other","NCAA Division I-AAA","Basketball",1015934,674021,1689955
"2001-2002","University of Portland","Other","NCAA Division I-AAA","Non Football-Basketball",1623804,1506910,3130714
"2001-2002","University of Puerto Rico-Bayamon","Other","NCAA Division II","Basketball",7352,15738,23090
"2001-2002","University of Puerto Rico-Bayamon","Other","NCAA Division II","Non Football-Basketball",50369,51337,101706
"2001-2002","University of Puerto Rico-Mayaguez","Other","NCAA Division II","Basketball",25814,23768,49582
"2001-2002","University of Puerto Rico-Mayaguez","Other","NCAA Division II","Non Football-Basketball",82838,70165,153003
"2001-2002","University of Puerto Rico-Rio Piedras","Other","NCAA Division II","Basketball",0,0,0
"2001-2002","University of Puerto Rico-Rio Piedras","Other","NCAA Division II","Non Football-Basketball",0,0,0
"2001-2002","University of Puget Sound","Other","NCAA Division III","Basketball",42185,34430,76615
"2001-2002","University of Puget Sound","Other","NCAA Division III","Football",136005,0,136005
"2001-2002","University of Puget Sound","Other","NCAA Division III","Non Football-Basketball",149150,166043,315193
"2001-2002","University of Redlands","Other","NCAA Division III","Basketball",81342,63628,144970
"2001-2002","University of Redlands","Other","NCAA Division III","Football",265685,0,265685
"2001-2002","University of Redlands","Other","NCAA Division III","Non Football-Basketball",302444,302516,604960
"2001-2002","University of Rhode Island","Other","NCAA Division I-AA","Basketball",1568241,986792,2555033
"2001-2002","University of Rhode Island","Other","NCAA Division I-AA","Football",2524121,0,2524121
"2001-2002","University of Rhode Island","Other","NCAA Division I-AA","Non Football-Basketball",1465503,2878085,4343588
"2001-2002","University of Richmond","Other","NCAA Division I-AA","Basketball",1875666,8441,1884107
"2001-2002","University of Richmond","Other","NCAA Division I-AA","Football",656626,0,656626
"2001-2002","University of Richmond","Other","NCAA Division I-AA","Non Football-Basketball",36012,21639,57651
"2001-2002","University of Rochester","Other","NCAA Division III","Basketball",209285,165195,374480
"2001-2002","University of Rochester","Other","NCAA Division III","Football",367910,0,367910
"2001-2002","University of Rochester","Other","NCAA Division III","Non Football-Basketball",423233,511848,935081
"2001-2002","University of San Diego","Other","NCAA Division I-AA","Basketball",956169,772394,1728563
"2001-2002","University of San Diego","Other","NCAA Division I-AA","Football",477557,0,477557
"2001-2002","University of San Diego","Other","NCAA Division I-AA","Non Football-Basketball",1561179,1975373,3536552
"2001-2002","University of San Francisco","Other","NCAA Division I-AAA","Basketball",1424450,1099397,2523847
"2001-2002","University of San Francisco","Other","NCAA Division I-AAA","Non Football-Basketball",1509125,1517179,3026304
"2001-2002","University of Scranton","Other","NCAA Division III","Basketball",2420,10878,13298
"2001-2002","University of Scranton","Other","NCAA Division III","Non Football-Basketball",6150,14812,20962
"2001-2002","University of Sioux Falls","Other","NCAA Division II","Basketball",30277,22567,52844
"2001-2002","University of Sioux Falls","Other","NCAA Division II","Football",45795,0,45795
"2001-2002","University of Sioux Falls","Other","NCAA Division II","Non Football-Basketball",61185,74235,135420
"2001-2002","University of South Alabama","Other","NCAA Division I-A","Basketball",1242490,564910,1807400
"2001-2002","University of South Alabama","Other","NCAA Division I-A","Non Football-Basketball",946540,859655,1806195
"2001-2002","University of South Carolina","Southeastern Conference","NCAA Division I-A","Basketball",3869345,28869,3898214
"2001-2002","University of South Carolina","Southeastern Conference","NCAA Division I-A","Football",19893352,0,19893352
"2001-2002","University of South Carolina","Southeastern Conference","NCAA Division I-A","Non Football-Basketball",285208,23375,308583
"2001-2002","University of South Carolina at Spartanburg","Other","NCAA Division I-AAA","Basketball",7500,2316,9816
"2001-2002","University of South Carolina at Spartanburg","Other","NCAA Division I-AAA","Non Football-Basketball",30654,7464,38118
"2001-2002","University of South Carolina-Aiken","Other","NCAA Division II","Basketball",228774,250306,479080
"2001-2002","University of South Carolina-Aiken","Other","NCAA Division II","Non Football-Basketball",594720,480607,1075327
"2001-2002","University of South Dakota","Other","NCAA Division I-AA","Basketball",271212,189024,460236
"2001-2002","University of South Dakota","Other","NCAA Division I-AA","Football",635307,0,635307
"2001-2002","University of South Dakota","Other","NCAA Division I-AA","Non Football-Basketball",216125,426993,643118
"2001-2002","University of South Florida","Other","NCAA Division I-A","Basketball",1326446,56473,1382919
"2001-2002","University of South Florida","Other","NCAA Division I-A","Football",3344401,0,3344401
"2001-2002","University of South Florida","Other","NCAA Division I-A","Non Football-Basketball",138996,98237,237233
"2001-2002","University of Southern California","Pacific-12 Conference","NCAA Division I-A","Basketball",3146954,27458,3174412
"2001-2002","University of Southern California","Pacific-12 Conference","NCAA Division I-A","Football",19998767,0,19998767
"2001-2002","University of Southern California","Pacific-12 Conference","NCAA Division I-A","Non Football-Basketball",710014,467329,1177343
"2001-2002","University of Southern Indiana","Other","NCAA Division II","Basketball",273230,289755,562985
"2001-2002","University of Southern Indiana","Other","NCAA Division II","Non Football-Basketball",242724,247476,490200
"2001-2002","University of Southern Maine","Other","NCAA Division III","Basketball",83802,86490,170292
"2001-2002","University of Southern Maine","Other","NCAA Division III","Non Football-Basketball",330047,395108,725155
"2001-2002","University of Southern Mississippi","Other","NCAA Division I-A","Basketball",653153,31798,684951
"2001-2002","University of Southern Mississippi","Other","NCAA Division I-A","Football",3514786,0,3514786
"2001-2002","University of Southern Mississippi","Other","NCAA Division I-A","Non Football-Basketball",127535,84810,212345
"2001-2002","University of St Thomas","Other","NCAA Division III","Basketball",53993,66614,120607
"2001-2002","University of St Thomas","Other","NCAA Division III","Football",196169,0,196169
"2001-2002","University of St Thomas","Other","NCAA Division III","Non Football-Basketball",427911,380830,808741
"2001-2002","University of The District of Columbia","Other","NCAA Division II","Basketball",138349,120000,258349
"2001-2002","University of The District of Columbia","Other","NCAA Division II","Non Football-Basketball",128159,110000,238159
"2001-2002","University of The Incarnate Word","Other","NCAA Division I-AA","Basketball",93216,19565,112781
"2001-2002","University of The Incarnate Word","Other","NCAA Division I-AA","Non Football-Basketball",98483,86649,185132
"2001-2002","University of The Ozarks","Other","NCAA Division III","Basketball",99053,96832,195885
"2001-2002","University of The Ozarks","Other","NCAA Division III","Non Football-Basketball",206717,119013,325730
"2001-2002","University of The Pacific","Other","NCAA Division I-AAA","Basketball",835683,477696,1313379
"2001-2002","University of The Pacific","Other","NCAA Division I-AAA","Non Football-Basketball",1265702,1874081,3139783
"2001-2002","University of The Sciences","Other","NCAA Division II","Basketball",0,0,0
"2001-2002","University of The Sciences","Other","NCAA Division II","Non Football-Basketball",0,0,0
"2001-2002","University of Toledo","Other","NCAA Division I-A","Basketball",524239,143058,667297
"2001-2002","University of Toledo","Other","NCAA Division I-A","Football",970672,0,970672
"2001-2002","University of Toledo","Other","NCAA Division I-A","Non Football-Basketball",115847,116758,232605
"2001-2002","University of Tulsa","Other","NCAA Division I-A","Basketball",2850607,339053,3189660
"2001-2002","University of Tulsa","Other","NCAA Division I-A","Football",3195500,0,3195500
"2001-2002","University of Tulsa","Other","NCAA Division I-A","Non Football-Basketball",737130,1900065,2637195
"2001-2002","University of Utah","Pacific-12 Conference","NCAA Division I-A","Basketball",4517534,23660,4541194
"2001-2002","University of Utah","Pacific-12 Conference","NCAA Division I-A","Football",5576687,0,5576687
"2001-2002","University of Utah","Pacific-12 Conference","NCAA Division I-A","Non Football-Basketball",22131,327302,349433
"2001-2002","University of Vermont","Other","NCAA Division I-AAA","Basketball",720297,702623,1422920
"2001-2002","University of Vermont","Other","NCAA Division I-AAA","Non Football-Basketball",1868031,1377687,3245718
"2001-2002","University of Virginia","Atlantic Coast Conference","NCAA Division I-A","Basketball",6564859,199806,6764665
"2001-2002","University of Virginia","Atlantic Coast Conference","NCAA Division I-A","Football",12771944,0,12771944
"2001-2002","University of Virginia","Atlantic Coast Conference","NCAA Division I-A","Non Football-Basketball",516468,263489,779957
"2001-2002","University of Washington-Seattle Campus","Pacific-12 Conference","NCAA Division I-A","Basketball",3151651,934218,4085869
"2001-2002","University of Washington-Seattle Campus","Pacific-12 Conference","NCAA Division I-A","Football",28701503,0,28701503
"2001-2002","University of Washington-Seattle Campus","Pacific-12 Conference","NCAA Division I-A","Non Football-Basketball",424485,1487240,1911725
"2001-2002","University of West Alabama","Other","NCAA Division II","Basketball",204459,153599,358058
"2001-2002","University of West Alabama","Other","NCAA Division II","Football",592079,0,592079
"2001-2002","University of West Alabama","Other","NCAA Division II","Non Football-Basketball",245309,245769,491078
"2001-2002","University of West Georgia","Other","NCAA Division II","Basketball",5459,2415,7874
"2001-2002","University of West Georgia","Other","NCAA Division II","Football",28500,0,28500
"2001-2002","University of West Georgia","Other","NCAA Division II","Non Football-Basketball",0,0,0
"2001-2002","University of Wisconsin-Eau Claire","Other","NCAA Division III","Basketball",99358,106596,205954
"2001-2002","University of Wisconsin-Eau Claire","Other","NCAA Division III","Football",202639,0,202639
"2001-2002","University of Wisconsin-Eau Claire","Other","NCAA Division III","Non Football-Basketball",169246,275609,444855
"2001-2002","University of Wisconsin-Green Bay","Other","NCAA Division I-AAA","Basketball",1069093,372686,1441779
"2001-2002","University of Wisconsin-Green Bay","Other","NCAA Division I-AAA","Non Football-Basketball",334826,471091,805917
"2001-2002","University of Wisconsin-La Crosse","Other","NCAA Division III","Basketball",10121,3790,13911
"2001-2002","University of Wisconsin-La Crosse","Other","NCAA Division III","Football",26121,0,26121
"2001-2002","University of Wisconsin-La Crosse","Other","NCAA Division III","Non Football-Basketball",12127,14443,26570
"2001-2002","University of Wisconsin-Madison","Big Ten Conference","NCAA Division I-A","Basketball",9131846,769639,9901485
"2001-2002","University of Wisconsin-Madison","Big Ten Conference","NCAA Division I-A","Football",20608595,0,20608595
"2001-2002","University of Wisconsin-Madison","Big Ten Conference","NCAA Division I-A","Non Football-Basketball",4391826,1752248,6144074
